Start_Layer,End_Layer,latency_ms
4_conv1_relu,56_conv3_block2_2_relu,92540.42
4_conv1_relu,57_conv3_block2_3_conv,94961.73
4_conv1_relu,58_conv3_block2_3_bn,96451.25
4_conv1_relu,59_conv3_block2_add,96864.09
4_conv1_relu,60_conv3_block2_out,96967.93
4_conv1_relu,61_conv3_block3_1_conv,98855.09
4_conv1_relu,62_conv3_block3_1_bn,99227.36
4_conv1_relu,63_conv3_block3_1_relu,99435.07
4_conv1_relu,64_conv3_block3_2_conv,105862.76
4_conv1_relu,65_conv3_block3_2_bn,106235.88
4_conv1_relu,66_conv3_block3_2_relu,109228.08
4_conv1_relu,67_conv3_block3_3_conv,115658.3
4_conv1_relu,68_conv3_block3_3_bn,115865.92
4_conv1_relu,69_conv3_block3_add,116278.76
4_conv1_relu,70_conv3_block3_out,117103.07
4_conv1_relu,71_conv3_block4_1_conv,119374.91
4_conv1_relu,72_conv3_block4_1_bn,119747.65
4_conv1_relu,73_conv3_block4_1_relu,119954.72
4_conv1_relu,74_conv3_block4_2_conv,126384.43
4_conv1_relu,75_conv3_block4_2_bn,126758.44
4_conv1_relu,76_conv3_block4_2_relu,126965.56
4_conv1_relu,77_conv3_block4_3_conv,129162.23
4_conv1_relu,78_conv3_block4_3_bn,129575.9
4_conv1_relu,79_conv3_block4_add,129988.74
4_conv1_relu,80_conv3_block4_out,130815
4_conv1_relu,81_conv4_block1_1_conv,132597.67
4_conv1_relu,82_conv4_block1_1_bn,132784.33
4_conv1_relu,83_conv4_block1_1_relu,132888.23
4_conv1_relu,84_conv4_block1_2_conv,139222.64
4_conv1_relu,85_conv4_block1_2_bn,139409.22
4_conv1_relu,86_conv4_block1_2_relu,139513.04
4_conv1_relu,87_conv4_block1_0_conv,136820.63
4_conv1_relu,88_conv4_block1_3_conv,141158.57
4_conv1_relu,89_conv4_block1_0_bn,137027.83
4_conv1_relu,90_conv4_block1_3_bn,141905.41
4_conv1_relu,91_conv4_block1_add,142318.25
4_conv1_relu,92_conv4_block1_out,142731.42
4_conv1_relu,93_conv4_block2_1_conv,144768.22
4_conv1_relu,94_conv4_block2_1_bn,147731.37
4_conv1_relu,95_conv4_block2_1_relu,147917.95
4_conv1_relu,96_conv4_block2_2_conv,154252.7
4_conv1_relu,97_conv4_block2_2_bn,154439.37
4_conv1_relu,98_conv4_block2_2_relu,154543.26
4_conv1_relu,99_conv4_block2_3_conv,156437.7
4_conv1_relu,100_conv4_block2_3_bn,157184.83
4_conv1_relu,101_conv4_block2_add,157597.67
4_conv1_relu,102_conv4_block2_out,157971.26
4_conv1_relu,103_conv4_block3_1_conv,160727.27
4_conv1_relu,104_conv4_block3_1_bn,160913.72
4_conv1_relu,105_conv4_block3_1_relu,161017.56
4_conv1_relu,106_conv4_block3_2_conv,162906.33
4_conv1_relu,107_conv4_block3_2_bn,163093.19
4_conv1_relu,108_conv4_block3_2_relu,165365.05
4_conv1_relu,109_conv4_block3_3_conv,165572.07
4_conv1_relu,110_conv4_block3_3_bn,166319.09
4_conv1_relu,111_conv4_block3_add,166731.93
4_conv1_relu,112_conv4_block3_out,167146.57
4_conv1_relu,113_conv4_block4_1_conv,173480.2
4_conv1_relu,114_conv4_block4_1_bn,173666.67
4_conv1_relu,115_conv4_block4_1_relu,173770.45
4_conv1_relu,116_conv4_block4_2_conv,180105.48
4_conv1_relu,117_conv4_block4_2_bn,182865.75
4_conv1_relu,118_conv4_block4_2_relu,185626.02
4_conv1_relu,119_conv4_block4_3_conv,187514.79
4_conv1_relu,120_conv4_block4_3_bn,188262.17
4_conv1_relu,121_conv4_block4_add,188675.01
4_conv1_relu,122_conv4_block4_out,188778.84
4_conv1_relu,123_conv4_block5_1_conv,191191.86
4_conv1_relu,124_conv4_block5_1_bn,193952.15
4_conv1_relu,125_conv4_block5_1_relu,194056.19
4_conv1_relu,126_conv4_block5_2_conv,200390.37
4_conv1_relu,127_conv4_block5_2_bn,201883.14
4_conv1_relu,128_conv4_block5_2_relu,204304.45
4_conv1_relu,129_conv4_block5_3_conv,206191.61
4_conv1_relu,130_conv4_block5_3_bn,209197.73
4_conv1_relu,131_conv4_block5_add,209610.57
4_conv1_relu,132_conv4_block5_out,210023.41
4_conv1_relu,133_conv4_block6_1_conv,212060.21
4_conv1_relu,134_conv4_block6_1_bn,212246.42
4_conv1_relu,135_conv4_block6_1_relu,212659.25
4_conv1_relu,136_conv4_block6_2_conv,218993.88
4_conv1_relu,137_conv4_block6_2_bn,219180.93
4_conv1_relu,138_conv4_block6_2_relu,219284.68
4_conv1_relu,139_conv4_block6_3_conv,221167.03
4_conv1_relu,140_conv4_block6_3_bn,221914.76
4_conv1_relu,141_conv4_block6_add,222327.6
4_conv1_relu,142_conv4_block6_out,222740.62
4_conv1_relu,143_conv5_block1_1_conv,224342.65
4_conv1_relu,144_conv5_block1_1_bn,224435.64
4_conv1_relu,145_conv5_block1_1_relu,224487.4
4_conv1_relu,146_conv5_block1_2_conv,227247.67
4_conv1_relu,147_conv5_block1_2_bn,227340.93
4_conv1_relu,148_conv5_block1_2_relu,227392.81
4_conv1_relu,149_conv5_block1_0_conv,228582.73
4_conv1_relu,150_conv5_block1_3_conv,228994.59
4_conv1_relu,151_conv5_block1_0_bn,228955.99
4_conv1_relu,152_conv5_block1_3_bn,229370.12
5_pool1_pad,6_pool1_pool,1227.25
5_pool1_pad,7_conv2_block1_1_conv,2127.14
5_pool1_pad,8_conv2_block1_1_bn,2873.98
5_pool1_pad,9_conv2_block1_1_relu,11220.43
5_pool1_pad,10_conv2_block1_2_conv,11313.67
5_pool1_pad,11_conv2_block1_2_bn,12060.4
5_pool1_pad,12_conv2_block1_2_relu,12473.79
5_pool1_pad,13_conv2_block1_0_conv,1320.5
5_pool1_pad,14_conv2_block1_3_conv,15479.93
5_pool1_pad,15_conv2_block1_0_bn,4080.77
5_pool1_pad,16_conv2_block1_3_bn,18467.93
5_pool1_pad,17_conv2_block1_add,18880.77
5_pool1_pad,18_conv2_block1_out,20527.09
5_pool1_pad,19_conv2_block2_1_conv,23287.11
5_pool1_pad,20_conv2_block2_1_bn,26047.65
5_pool1_pad,21_conv2_block2_1_relu,26461.8
5_pool1_pad,22_conv2_block2_2_conv,26565.57
5_pool1_pad,23_conv2_block2_2_bn,29325.86
5_pool1_pad,24_conv2_block2_2_relu,32313.86
5_pool1_pad,25_conv2_block2_3_conv,35335.35
5_pool1_pad,26_conv2_block2_3_bn,38313.76
5_pool1_pad,27_conv2_block2_add,38726.6
5_pool1_pad,28_conv2_block2_out,40377.35
5_pool1_pad,29_conv2_block3_1_conv,40481.07
5_pool1_pad,30_conv2_block3_1_bn,40532.81
5_pool1_pad,31_conv2_block3_1_relu,40946.64
5_pool1_pad,32_conv2_block3_2_conv,41133.06
5_pool1_pad,33_conv2_block3_2_bn,43893.33
5_pool1_pad,34_conv2_block3_2_relu,44307.21
5_pool1_pad,35_conv2_block3_3_conv,47299.4
5_pool1_pad,36_conv2_block3_3_bn,50262.55
5_pool1_pad,37_conv2_block3_add,50675.4
5_pool1_pad,38_conv2_block3_out,53435.66
5_pool1_pad,39_conv3_block1_1_conv,55402.54
5_pool1_pad,40_conv3_block1_1_bn,55589.14
5_pool1_pad,41_conv3_block1_1_relu,57075.18
5_pool1_pad,42_conv3_block1_2_conv,63506.01
5_pool1_pad,43_conv3_block1_2_bn,66266.28
5_pool1_pad,44_conv3_block1_2_relu,66473.78
5_pool1_pad,45_conv3_block1_0_conv,56195.93
5_pool1_pad,46_conv3_block1_3_conv,68891.43
5_pool1_pad,47_conv3_block1_0_bn,57689.19
5_pool1_pad,48_conv3_block1_3_bn,75225.84
5_pool1_pad,49_conv3_block1_add,75638.68
5_pool1_pad,50_conv3_block1_out,76463.2
5_pool1_pad,51_conv3_block2_1_conv,78738.53
5_pool1_pad,52_conv3_block2_1_bn,79111.68
5_pool1_pad,53_conv3_block2_1_relu,85116.66
5_pool1_pad,54_conv3_block2_2_conv,91544.88
5_pool1_pad,55_conv3_block2_2_bn,91918.47
5_pool1_pad,56_conv3_block2_2_relu,92125.78
5_pool1_pad,57_conv3_block2_3_conv,94547.09
5_pool1_pad,58_conv3_block2_3_bn,96036.61
5_pool1_pad,59_conv3_block2_add,96449.45
5_pool1_pad,60_conv3_block2_out,96553.29
5_pool1_pad,61_conv3_block3_1_conv,98440.45
5_pool1_pad,62_conv3_block3_1_bn,98812.72
5_pool1_pad,63_conv3_block3_1_relu,99020.43
5_pool1_pad,64_conv3_block3_2_conv,105448.12
5_pool1_pad,65_conv3_block3_2_bn,105821.24
5_pool1_pad,66_conv3_block3_2_relu,108813.44
5_pool1_pad,67_conv3_block3_3_conv,115243.66
5_pool1_pad,68_conv3_block3_3_bn,115451.28
5_pool1_pad,69_conv3_block3_add,115864.12
5_pool1_pad,70_conv3_block3_out,116688.43
5_pool1_pad,71_conv3_block4_1_conv,118960.27
5_pool1_pad,72_conv3_block4_1_bn,119333.01
5_pool1_pad,73_conv3_block4_1_relu,119540.08
5_pool1_pad,74_conv3_block4_2_conv,125969.79
5_pool1_pad,75_conv3_block4_2_bn,126343.8
5_pool1_pad,76_conv3_block4_2_relu,126550.92
5_pool1_pad,77_conv3_block4_3_conv,128747.59
5_pool1_pad,78_conv3_block4_3_bn,129161.26
5_pool1_pad,79_conv3_block4_add,129574.1
5_pool1_pad,80_conv3_block4_out,130400.36
5_pool1_pad,81_conv4_block1_1_conv,132183.03
5_pool1_pad,82_conv4_block1_1_bn,132369.69
5_pool1_pad,83_conv4_block1_1_relu,132473.59
5_pool1_pad,84_conv4_block1_2_conv,138808
5_pool1_pad,85_conv4_block1_2_bn,138994.58
5_pool1_pad,86_conv4_block1_2_relu,139098.4
5_pool1_pad,87_conv4_block1_0_conv,136405.99
5_pool1_pad,88_conv4_block1_3_conv,140743.93
5_pool1_pad,89_conv4_block1_0_bn,136613.19
5_pool1_pad,90_conv4_block1_3_bn,141490.77
5_pool1_pad,91_conv4_block1_add,141903.61
5_pool1_pad,92_conv4_block1_out,142316.78
5_pool1_pad,93_conv4_block2_1_conv,144353.58
5_pool1_pad,94_conv4_block2_1_bn,147316.73
5_pool1_pad,95_conv4_block2_1_relu,147503.31
5_pool1_pad,96_conv4_block2_2_conv,153838.06
5_pool1_pad,97_conv4_block2_2_bn,154024.73
5_pool1_pad,98_conv4_block2_2_relu,154128.62
5_pool1_pad,99_conv4_block2_3_conv,156023.06
5_pool1_pad,100_conv4_block2_3_bn,156770.19
5_pool1_pad,101_conv4_block2_add,157183.03
5_pool1_pad,102_conv4_block2_out,157556.62
5_pool1_pad,103_conv4_block3_1_conv,160312.63
5_pool1_pad,104_conv4_block3_1_bn,160499.08
5_pool1_pad,105_conv4_block3_1_relu,160602.92
5_pool1_pad,106_conv4_block3_2_conv,162491.69
5_pool1_pad,107_conv4_block3_2_bn,162678.55
5_pool1_pad,108_conv4_block3_2_relu,164950.41
5_pool1_pad,109_conv4_block3_3_conv,165157.43
5_pool1_pad,110_conv4_block3_3_bn,165904.45
5_pool1_pad,111_conv4_block3_add,166317.29
5_pool1_pad,112_conv4_block3_out,166731.93
5_pool1_pad,113_conv4_block4_1_conv,173065.56
5_pool1_pad,114_conv4_block4_1_bn,173252.03
5_pool1_pad,115_conv4_block4_1_relu,173355.81
5_pool1_pad,116_conv4_block4_2_conv,179690.84
5_pool1_pad,117_conv4_block4_2_bn,182451.11
5_pool1_pad,118_conv4_block4_2_relu,185211.38
5_pool1_pad,119_conv4_block4_3_conv,187100.15
5_pool1_pad,120_conv4_block4_3_bn,187847.53
5_pool1_pad,121_conv4_block4_add,188260.37
5_pool1_pad,122_conv4_block4_out,188364.2
5_pool1_pad,123_conv4_block5_1_conv,190777.22
5_pool1_pad,124_conv4_block5_1_bn,193537.51
5_pool1_pad,125_conv4_block5_1_relu,193641.55
5_pool1_pad,126_conv4_block5_2_conv,199975.73
5_pool1_pad,127_conv4_block5_2_bn,201468.5
5_pool1_pad,128_conv4_block5_2_relu,203889.81
5_pool1_pad,129_conv4_block5_3_conv,205776.97
5_pool1_pad,130_conv4_block5_3_bn,208783.09
5_pool1_pad,131_conv4_block5_add,209195.93
5_pool1_pad,132_conv4_block5_out,209608.77
5_pool1_pad,133_conv4_block6_1_conv,211645.57
5_pool1_pad,134_conv4_block6_1_bn,211831.78
5_pool1_pad,135_conv4_block6_1_relu,212244.61
5_pool1_pad,136_conv4_block6_2_conv,218579.24
5_pool1_pad,137_conv4_block6_2_bn,218766.29
5_pool1_pad,138_conv4_block6_2_relu,218870.04
5_pool1_pad,139_conv4_block6_3_conv,220752.39
5_pool1_pad,140_conv4_block6_3_bn,221500.12
5_pool1_pad,141_conv4_block6_add,221912.96
5_pool1_pad,142_conv4_block6_out,222325.98
5_pool1_pad,143_conv5_block1_1_conv,223928.01
5_pool1_pad,144_conv5_block1_1_bn,224021
5_pool1_pad,145_conv5_block1_1_relu,224072.76
5_pool1_pad,146_conv5_block1_2_conv,226833.03
5_pool1_pad,147_conv5_block1_2_bn,226926.29
5_pool1_pad,148_conv5_block1_2_relu,226978.17
5_pool1_pad,149_conv5_block1_0_conv,228168.09
5_pool1_pad,150_conv5_block1_3_conv,228579.95
5_pool1_pad,151_conv5_block1_0_bn,228541.35
5_pool1_pad,152_conv5_block1_3_bn,228955.48
6_pool1_pool,7_conv2_block1_1_conv,899.89
6_pool1_pool,8_conv2_block1_1_bn,1646.73
6_pool1_pool,9_conv2_block1_1_relu,9993.18
6_pool1_pool,10_conv2_block1_2_conv,10086.42
6_pool1_pool,11_conv2_block1_2_bn,10833.15
6_pool1_pool,12_conv2_block1_2_relu,11246.54
6_pool1_pool,13_conv2_block1_0_conv,93.25
6_pool1_pool,14_conv2_block1_3_conv,14252.68
6_pool1_pool,15_conv2_block1_0_bn,2853.52
6_pool1_pool,16_conv2_block1_3_bn,17240.68
6_pool1_pool,17_conv2_block1_add,17653.52
6_pool1_pool,18_conv2_block1_out,19299.84
6_pool1_pool,19_conv2_block2_1_conv,22059.86
6_pool1_pool,20_conv2_block2_1_bn,24820.4
6_pool1_pool,21_conv2_block2_1_relu,25234.55
6_pool1_pool,22_conv2_block2_2_conv,25338.32
6_pool1_pool,23_conv2_block2_2_bn,28098.61
6_pool1_pool,24_conv2_block2_2_relu,31086.61
6_pool1_pool,25_conv2_block2_3_conv,34108.1
6_pool1_pool,26_conv2_block2_3_bn,37086.51
6_pool1_pool,27_conv2_block2_add,37499.35
6_pool1_pool,28_conv2_block2_out,39150.1
6_pool1_pool,29_conv2_block3_1_conv,39253.82
6_pool1_pool,30_conv2_block3_1_bn,39305.56
6_pool1_pool,31_conv2_block3_1_relu,39719.39
6_pool1_pool,32_conv2_block3_2_conv,39905.81
6_pool1_pool,33_conv2_block3_2_bn,42666.08
6_pool1_pool,34_conv2_block3_2_relu,43079.96
6_pool1_pool,35_conv2_block3_3_conv,46072.15
6_pool1_pool,36_conv2_block3_3_bn,49035.3
6_pool1_pool,37_conv2_block3_add,49448.15
6_pool1_pool,38_conv2_block3_out,52208.41
6_pool1_pool,39_conv3_block1_1_conv,54175.29
6_pool1_pool,40_conv3_block1_1_bn,54361.89
6_pool1_pool,41_conv3_block1_1_relu,55847.93
6_pool1_pool,42_conv3_block1_2_conv,62278.76
6_pool1_pool,43_conv3_block1_2_bn,65039.03
6_pool1_pool,44_conv3_block1_2_relu,65246.53
6_pool1_pool,45_conv3_block1_0_conv,54968.68
6_pool1_pool,46_conv3_block1_3_conv,67664.18
6_pool1_pool,47_conv3_block1_0_bn,56461.94
6_pool1_pool,48_conv3_block1_3_bn,73998.59
6_pool1_pool,49_conv3_block1_add,74411.43
6_pool1_pool,50_conv3_block1_out,75235.95
6_pool1_pool,51_conv3_block2_1_conv,77511.28
6_pool1_pool,52_conv3_block2_1_bn,77884.43
6_pool1_pool,53_conv3_block2_1_relu,83889.41
6_pool1_pool,54_conv3_block2_2_conv,90317.63
6_pool1_pool,55_conv3_block2_2_bn,90691.22
6_pool1_pool,56_conv3_block2_2_relu,90898.53
6_pool1_pool,57_conv3_block2_3_conv,93319.84
6_pool1_pool,58_conv3_block2_3_bn,94809.36
6_pool1_pool,59_conv3_block2_add,95222.2
6_pool1_pool,60_conv3_block2_out,95326.04
6_pool1_pool,61_conv3_block3_1_conv,97213.2
6_pool1_pool,62_conv3_block3_1_bn,97585.47
6_pool1_pool,63_conv3_block3_1_relu,97793.18
6_pool1_pool,64_conv3_block3_2_conv,104220.87
6_pool1_pool,65_conv3_block3_2_bn,104593.99
6_pool1_pool,66_conv3_block3_2_relu,107586.19
6_pool1_pool,67_conv3_block3_3_conv,114016.41
6_pool1_pool,68_conv3_block3_3_bn,114224.03
6_pool1_pool,69_conv3_block3_add,114636.87
6_pool1_pool,70_conv3_block3_out,115461.18
6_pool1_pool,71_conv3_block4_1_conv,117733.02
6_pool1_pool,72_conv3_block4_1_bn,118105.76
6_pool1_pool,73_conv3_block4_1_relu,118312.83
6_pool1_pool,74_conv3_block4_2_conv,124742.54
6_pool1_pool,75_conv3_block4_2_bn,125116.55
6_pool1_pool,76_conv3_block4_2_relu,125323.67
6_pool1_pool,77_conv3_block4_3_conv,127520.34
6_pool1_pool,78_conv3_block4_3_bn,127934.01
6_pool1_pool,79_conv3_block4_add,128346.85
6_pool1_pool,80_conv3_block4_out,129173.11
6_pool1_pool,81_conv4_block1_1_conv,130955.78
6_pool1_pool,82_conv4_block1_1_bn,131142.44
6_pool1_pool,83_conv4_block1_1_relu,131246.34
6_pool1_pool,84_conv4_block1_2_conv,137580.75
6_pool1_pool,85_conv4_block1_2_bn,137767.33
6_pool1_pool,86_conv4_block1_2_relu,137871.15
6_pool1_pool,87_conv4_block1_0_conv,135178.74
6_pool1_pool,88_conv4_block1_3_conv,139516.68
6_pool1_pool,89_conv4_block1_0_bn,135385.94
6_pool1_pool,90_conv4_block1_3_bn,140263.52
6_pool1_pool,91_conv4_block1_add,140676.36
6_pool1_pool,92_conv4_block1_out,141089.53
6_pool1_pool,93_conv4_block2_1_conv,143126.33
6_pool1_pool,94_conv4_block2_1_bn,146089.48
6_pool1_pool,95_conv4_block2_1_relu,146276.06
6_pool1_pool,96_conv4_block2_2_conv,152610.81
6_pool1_pool,97_conv4_block2_2_bn,152797.48
6_pool1_pool,98_conv4_block2_2_relu,152901.37
6_pool1_pool,99_conv4_block2_3_conv,154795.81
6_pool1_pool,100_conv4_block2_3_bn,155542.94
6_pool1_pool,101_conv4_block2_add,155955.78
6_pool1_pool,102_conv4_block2_out,156329.37
6_pool1_pool,103_conv4_block3_1_conv,159085.38
6_pool1_pool,104_conv4_block3_1_bn,159271.83
6_pool1_pool,105_conv4_block3_1_relu,159375.67
6_pool1_pool,106_conv4_block3_2_conv,161264.44
6_pool1_pool,107_conv4_block3_2_bn,161451.3
6_pool1_pool,108_conv4_block3_2_relu,163723.16
6_pool1_pool,109_conv4_block3_3_conv,163930.18
6_pool1_pool,110_conv4_block3_3_bn,164677.2
6_pool1_pool,111_conv4_block3_add,165090.04
6_pool1_pool,112_conv4_block3_out,165504.68
6_pool1_pool,113_conv4_block4_1_conv,171838.31
6_pool1_pool,114_conv4_block4_1_bn,172024.78
6_pool1_pool,115_conv4_block4_1_relu,172128.56
6_pool1_pool,116_conv4_block4_2_conv,178463.59
6_pool1_pool,117_conv4_block4_2_bn,181223.86
6_pool1_pool,118_conv4_block4_2_relu,183984.13
6_pool1_pool,119_conv4_block4_3_conv,185872.9
6_pool1_pool,120_conv4_block4_3_bn,186620.28
6_pool1_pool,121_conv4_block4_add,187033.12
6_pool1_pool,122_conv4_block4_out,187136.95
6_pool1_pool,123_conv4_block5_1_conv,189549.97
6_pool1_pool,124_conv4_block5_1_bn,192310.26
6_pool1_pool,125_conv4_block5_1_relu,192414.3
6_pool1_pool,126_conv4_block5_2_conv,198748.48
6_pool1_pool,127_conv4_block5_2_bn,200241.25
6_pool1_pool,128_conv4_block5_2_relu,202662.56
6_pool1_pool,129_conv4_block5_3_conv,204549.72
6_pool1_pool,130_conv4_block5_3_bn,207555.84
6_pool1_pool,131_conv4_block5_add,207968.68
6_pool1_pool,132_conv4_block5_out,208381.52
6_pool1_pool,133_conv4_block6_1_conv,210418.32
6_pool1_pool,134_conv4_block6_1_bn,210604.53
6_pool1_pool,135_conv4_block6_1_relu,211017.36
6_pool1_pool,136_conv4_block6_2_conv,217351.99
6_pool1_pool,137_conv4_block6_2_bn,217539.04
6_pool1_pool,138_conv4_block6_2_relu,217642.79
6_pool1_pool,139_conv4_block6_3_conv,219525.14
6_pool1_pool,140_conv4_block6_3_bn,220272.87
6_pool1_pool,141_conv4_block6_add,220685.71
6_pool1_pool,142_conv4_block6_out,221098.73
6_pool1_pool,143_conv5_block1_1_conv,222700.76
6_pool1_pool,144_conv5_block1_1_bn,222793.75
6_pool1_pool,145_conv5_block1_1_relu,222845.51
6_pool1_pool,146_conv5_block1_2_conv,225605.78
6_pool1_pool,147_conv5_block1_2_bn,225699.04
6_pool1_pool,148_conv5_block1_2_relu,225750.92
6_pool1_pool,149_conv5_block1_0_conv,226940.84
6_pool1_pool,150_conv5_block1_3_conv,227352.7
6_pool1_pool,151_conv5_block1_0_bn,227314.1
6_pool1_pool,152_conv5_block1_3_bn,227728.23
7_conv2_block1_1_conv,8_conv2_block1_1_bn,746.84
7_conv2_block1_1_conv,9_conv2_block1_1_relu,9093.29
7_conv2_block1_1_conv,10_conv2_block1_2_conv,9186.53
7_conv2_block1_1_conv,11_conv2_block1_2_bn,9933.26
7_conv2_block1_1_conv,12_conv2_block1_2_relu,10346.65
7_conv2_block1_1_conv,14_conv2_block1_3_conv,13352.79
7_conv2_block1_1_conv,16_conv2_block1_3_bn,16340.79
7_conv2_block1_1_conv,17_conv2_block1_add,16753.63
7_conv2_block1_1_conv,18_conv2_block1_out,18399.95
7_conv2_block1_1_conv,19_conv2_block2_1_conv,21159.97
7_conv2_block1_1_conv,20_conv2_block2_1_bn,23920.51
7_conv2_block1_1_conv,21_conv2_block2_1_relu,24334.66
7_conv2_block1_1_conv,22_conv2_block2_2_conv,24438.43
7_conv2_block1_1_conv,23_conv2_block2_2_bn,27198.72
7_conv2_block1_1_conv,24_conv2_block2_2_relu,30186.72
7_conv2_block1_1_conv,25_conv2_block2_3_conv,33208.21
7_conv2_block1_1_conv,26_conv2_block2_3_bn,36186.62
7_conv2_block1_1_conv,27_conv2_block2_add,36599.46
7_conv2_block1_1_conv,28_conv2_block2_out,38250.21
7_conv2_block1_1_conv,29_conv2_block3_1_conv,38353.93
7_conv2_block1_1_conv,30_conv2_block3_1_bn,38405.67
7_conv2_block1_1_conv,31_conv2_block3_1_relu,38819.5
7_conv2_block1_1_conv,32_conv2_block3_2_conv,39005.92
7_conv2_block1_1_conv,33_conv2_block3_2_bn,41766.19
7_conv2_block1_1_conv,34_conv2_block3_2_relu,42180.07
7_conv2_block1_1_conv,35_conv2_block3_3_conv,45172.26
7_conv2_block1_1_conv,36_conv2_block3_3_bn,48135.41
7_conv2_block1_1_conv,37_conv2_block3_add,48548.26
7_conv2_block1_1_conv,38_conv2_block3_out,51308.52
7_conv2_block1_1_conv,39_conv3_block1_1_conv,53275.4
7_conv2_block1_1_conv,40_conv3_block1_1_bn,53462
7_conv2_block1_1_conv,41_conv3_block1_1_relu,54948.04
7_conv2_block1_1_conv,42_conv3_block1_2_conv,61378.87
7_conv2_block1_1_conv,43_conv3_block1_2_bn,64139.14
7_conv2_block1_1_conv,44_conv3_block1_2_relu,64346.64
7_conv2_block1_1_conv,45_conv3_block1_0_conv,54068.79
7_conv2_block1_1_conv,46_conv3_block1_3_conv,66764.29
7_conv2_block1_1_conv,47_conv3_block1_0_bn,55562.05
7_conv2_block1_1_conv,48_conv3_block1_3_bn,73098.7
7_conv2_block1_1_conv,49_conv3_block1_add,73511.54
7_conv2_block1_1_conv,50_conv3_block1_out,74336.06
7_conv2_block1_1_conv,51_conv3_block2_1_conv,76611.39
7_conv2_block1_1_conv,52_conv3_block2_1_bn,76984.54
7_conv2_block1_1_conv,53_conv3_block2_1_relu,82989.52
7_conv2_block1_1_conv,54_conv3_block2_2_conv,89417.74
7_conv2_block1_1_conv,55_conv3_block2_2_bn,89791.33
7_conv2_block1_1_conv,56_conv3_block2_2_relu,89998.64
7_conv2_block1_1_conv,57_conv3_block2_3_conv,92419.95
7_conv2_block1_1_conv,58_conv3_block2_3_bn,93909.47
7_conv2_block1_1_conv,59_conv3_block2_add,94322.31
7_conv2_block1_1_conv,60_conv3_block2_out,94426.15
7_conv2_block1_1_conv,61_conv3_block3_1_conv,96313.31
7_conv2_block1_1_conv,62_conv3_block3_1_bn,96685.58
7_conv2_block1_1_conv,63_conv3_block3_1_relu,96893.29
7_conv2_block1_1_conv,64_conv3_block3_2_conv,103320.98
7_conv2_block1_1_conv,65_conv3_block3_2_bn,103694.1
7_conv2_block1_1_conv,66_conv3_block3_2_relu,106686.3
7_conv2_block1_1_conv,67_conv3_block3_3_conv,113116.52
7_conv2_block1_1_conv,68_conv3_block3_3_bn,113324.14
7_conv2_block1_1_conv,69_conv3_block3_add,113736.98
7_conv2_block1_1_conv,70_conv3_block3_out,114561.29
7_conv2_block1_1_conv,71_conv3_block4_1_conv,116833.13
7_conv2_block1_1_conv,72_conv3_block4_1_bn,117205.87
7_conv2_block1_1_conv,73_conv3_block4_1_relu,117412.94
7_conv2_block1_1_conv,74_conv3_block4_2_conv,123842.65
7_conv2_block1_1_conv,75_conv3_block4_2_bn,124216.66
7_conv2_block1_1_conv,76_conv3_block4_2_relu,124423.78
7_conv2_block1_1_conv,77_conv3_block4_3_conv,126620.45
7_conv2_block1_1_conv,78_conv3_block4_3_bn,127034.12
7_conv2_block1_1_conv,79_conv3_block4_add,127446.96
7_conv2_block1_1_conv,80_conv3_block4_out,128273.22
7_conv2_block1_1_conv,81_conv4_block1_1_conv,130055.89
7_conv2_block1_1_conv,82_conv4_block1_1_bn,130242.55
7_conv2_block1_1_conv,83_conv4_block1_1_relu,130346.45
7_conv2_block1_1_conv,84_conv4_block1_2_conv,136680.86
7_conv2_block1_1_conv,85_conv4_block1_2_bn,136867.44
7_conv2_block1_1_conv,86_conv4_block1_2_relu,136971.26
7_conv2_block1_1_conv,87_conv4_block1_0_conv,134278.85
7_conv2_block1_1_conv,88_conv4_block1_3_conv,138616.79
7_conv2_block1_1_conv,89_conv4_block1_0_bn,134486.05
7_conv2_block1_1_conv,90_conv4_block1_3_bn,139363.63
7_conv2_block1_1_conv,91_conv4_block1_add,139776.47
7_conv2_block1_1_conv,92_conv4_block1_out,140189.64
7_conv2_block1_1_conv,93_conv4_block2_1_conv,142226.44
7_conv2_block1_1_conv,94_conv4_block2_1_bn,145189.59
7_conv2_block1_1_conv,95_conv4_block2_1_relu,145376.17
7_conv2_block1_1_conv,96_conv4_block2_2_conv,151710.92
7_conv2_block1_1_conv,97_conv4_block2_2_bn,151897.59
7_conv2_block1_1_conv,98_conv4_block2_2_relu,152001.48
7_conv2_block1_1_conv,99_conv4_block2_3_conv,153895.92
7_conv2_block1_1_conv,100_conv4_block2_3_bn,154643.05
7_conv2_block1_1_conv,101_conv4_block2_add,155055.89
7_conv2_block1_1_conv,102_conv4_block2_out,155429.48
7_conv2_block1_1_conv,103_conv4_block3_1_conv,158185.49
7_conv2_block1_1_conv,104_conv4_block3_1_bn,158371.94
7_conv2_block1_1_conv,105_conv4_block3_1_relu,158475.78
7_conv2_block1_1_conv,106_conv4_block3_2_conv,160364.55
7_conv2_block1_1_conv,107_conv4_block3_2_bn,160551.41
7_conv2_block1_1_conv,108_conv4_block3_2_relu,162823.27
7_conv2_block1_1_conv,109_conv4_block3_3_conv,163030.29
7_conv2_block1_1_conv,110_conv4_block3_3_bn,163777.31
